ticker,recommendationMean,beta,trailingEps,forwardEps,forwardPE,bookValue,priceToBook,ebitdaMargins,profitMargins,revenueGrowth,payoutRatio,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio,zacks_rank
ABR,0.9890939683907081,1.2442960879909175,0.9183625559359722,0.5897579320909744,0.07247488302463419,-0.2533690781376029,1.710355904801006,0.0,-0.06674044165162085,0.6534830260482771,-0.03934014494654708,0.9406186614022664,0.523368681521785,1.4488419744003205,-0.6906750522317566,-0.6952850819870712,2.0
ABSI,1.198544353982708,-0.02919645251606194,0.15539494322923172,0.05868383380643259,0.0714332885935648,-0.22614730848215092,-0.28156283581700514,0.5071978079746824,0.18023199047952104,-0.10923797928084693,-0.10339245409559018,-0.20692631635022335,0.14744104565010624,0.31461039516891987,-0.21287064017690363,-0.14561497599956988,3.0
ABT,-0.19571399867320016,-0.7062923819403331,1.2127669573155804,0.6511221197033615,0.24459629411931558,0.22700339364714112,-0.08201038250006153,0.7973280525332808,0.5891541295401457,-0.8253885826075227,2.266007467981454,-0.16973844617358685,0.7138465758566208,0.3231938288244108,-0.8308928314124446,-0.9008137322502059,3.0
ABUS,0.0011855038120506887,0.18291082716866217,0.21747254586404763,0.12488493358388122,0.06595310379525143,-0.3268080953816663,-0.18382305188380643,0.5071978079746824,0.18023199047952104,-0.172474480584991,-0.10339245409559018,-0.22022836024580267,-0.10432973521644878,0.17701031706640755,-0.024369233373359497,-0.06929198572890456,3.0
ACA,0.44037177022832796,-1.5079195978390874,0.7694160014874607,-0.24120156563071757,0.5679293075607427,1.3728823968997346,-0.7381465304691004,0.40373157609433585,0.5027023150896915,-0.675119090990129,-0.2746204713918291,-1.0353766213244682,0.067028856720439,0.3841963256387326,-0.12746391042337593,1.0488540824390409,2.0
ACAD,0.9590725839485764,-0.18565574009401295,0.16255774353324895,0.3400385078605892,0.21935154290524242,-0.24291545400486542,0.26612138007473035,0.2372471648763509,0.052729796462649275,-0.1258492042551761,-0.10339245409559018,-0.19429267781545026,0.41320931557386037,0.3662340991154583,-0.7772100733158354,-0.811899262276565,2.0
ACB,1.6934947677220278,2.829490611135357,-1.7051082482082551,-0.5766772394958063,-0.4602507087488328,-0.1937654302791239,-0.6155023522991,-1.0928158470905496,0.4358763154725366,0.20838400487242748,-0.2949418113500391,-0.3742476568075465,-0.7530902697641919,-1.0638879497148939,-0.3678599680664875,-0.3513892750157458,2.0
ACCD,-0.007397520212047555,1.4197351174861925,0.12274586358824092,-0.9922575960603165,-0.8083348393111456,-0.40640543685567665,-0.27678321334092515,-0.19176711799491014,-0.08554914609275119,-0.04728887974023963,-0.27683188708614603,0.8188414200352636,-0.22820318095650816,-0.1726901357693207,-0.29483516183629677,-0.3187432885583619,2.0
ACEL,-0.06654628023775641,0.060889273898648816,0.2437794163311252,-0.038326179675522674,-0.06342552695269066,-0.21583276702091883,-0.193888122989519,0.27648459690627436,0.46648761267243216,-0.20273994545779067,-0.3129820920115423,0.18332510563865964,0.8544705027202103,0.646310863302738,2.260584735349899,1.8715838033069598,3.0
ACGL,-1.0550087574332592,-1.1577010931333884,0.08360179630669035,0.3202300420605805,0.7584270232943771,-0.17764958442054038,1.5006020720597966,0.6656558731159521,1.6290756066679983,1.4998170705012464,-1.4050624396676004,-1.038242307461165,1.143598836151817,1.5300671038860953,-0.432287452416086,-0.42493486697550137,1.0
ACHC,-0.13441070166845234,0.4414273496668723,0.2830063747215787,0.1955550629049161,0.12755162245941087,0.829956032657325,-0.4429556246548433,0.5206428363861324,0.8174323627804052,0.15533837387381577,-0.37726153172426247,-0.5521210108840743,0.4303737957847069,0.35703032725117995,-0.2862915202120339,-0.3491854400026471,3.0
ACI,0.23769134427076413,0.4373126932257356,0.44467819427892,0.45545771517606914,-0.8004844689465737,-1.0299178648150062,1.7089670417006482,0.12143819948284729,0.18516702763760334,-0.3152785010547822,0.920536767513334,0.4998735097584058,0.3774120192831798,0.7529879871543202,-1.1819323399100268,-0.7526805727346992,3.0
ACIW,-1.0173069393188239,-0.2450756231374813,0.32924974396010614,-0.16427567718301894,0.11634885485430489,0.08584153539801397,-0.4970330807639734,0.468043715210137,0.5799247614869211,-0.6111408114510225,-0.24647104812702453,-0.10130556882474365,0.5784425807736965,0.35482738866263264,-0.6978592366579236,-0.42621308451302337,3.0
ACLS,0.26218567475659854,0.7131333629777187,0.08724734162814507,0.24733807961920132,-0.15694547497463404,0.37184564114197494,-0.1894753880975869,0.3118113414580763,0.3794729986102397,0.8665568374946979,-0.49809155217247075,-0.5795174214270823,0.7925999294808087,0.2881530607133312,-0.042908418229786735,0.029066234680240662,1.0
ACM,-1.123397373031447,0.11053286013435756,0.12091752211074336,0.027381813794471885,0.0922903986114333,-0.2623929486208033,0.5238762671746655,0.10157905219923832,0.15209658389239583,-0.22989254284451177,0.9813743671125585,0.874697365330419,0.2361599367815678,0.6275942369103235,-1.0034463573173573,-0.9032454855365482,2.0
ACMR,-0.12338149400310268,-0.6837237396049596,-0.472953485226113,-0.5007751468323479,-0.26179362787449295,-0.4012981266216786,-0.21884247162444065,0.2611267535548966,0.25784920792870397,1.3443411965363365,-0.49809155217247075,-0.5932386127835715,-0.051154213648223236,-0.1638499351056296,-0.867041776864215,-0.7928723202009607,3.0
ACN,-0.3087924470184792,0.2603948707036061,1.6516720410380403,1.6669060862113216,0.4802244497470004,0.3706341056886338,0.3771020999597585,0.19368867794433683,0.38802581893881477,-0.01713485624813463,0.42110420709805996,-0.7749444142349621,1.1033123458920233,0.2145525800721081,-0.2971570072833655,-0.40625402678003214,3.0
ACNT,-2.506402059138016,-1.9337587526432423,-0.7576567985927446,-0.6857926333873267,-1.1070988224735756,-0.25268755815768956,-0.38991056801771307,-1.200759977864323,-0.7989801415249804,-1.1396244010139878,-0.4968976163916015,2.0135570665817175,-0.998289670837241,-0.6598778090474261,-0.387528151528417,0.823725852335067,3.0
ACR,-0.6210590034081188,0.7735871197597904,-1.9226905566056767,0.9214967688921472,-1.3733708192100496,2.4782996776109383,-2.084290051107058,0.0,-1.1277479917430109,0.42829630761272225,-1.5976290285790045,0.9654177436409834,-1.1172312369574418,-1.4793740239320918,0.6669298395195976,0.7091995459898544,3.0
ACRS,-1.6526707854097684,-1.0086500451934652,-0.2252745163680672,-0.7470881291387106,-0.22036912449558752,-0.6662852064947756,-0.36077965022317265,0.19389821569375174,0.4630112155352025,1.8176230412048324,-0.3845248033485154,-0.6688655606847727,-0.8838606244531856,-0.03132786888810179,2.670046940864959,2.6525236359246436,3.0
ACVA,-1.1049822132387142,-0.3792391077030146,-0.5831601017933481,-0.707499303220251,-3.642198678931045,-0.7356225314227426,1.44872751543052,-2.2160080602607963,-1.9405614492043635,0.8583783205641593,-0.2744702981081761,-0.7169164088505866,-1.9187670500898917,-0.7721407786996766,0.08133997904033792,-0.13724905262297465,3.0
ADAG,-0.4777580362562122,-0.26629333200792715,0.0551157389729906,-0.12543797494959633,0.07570559078060317,-0.26835319798669244,-0.2800259421039346,0.5071978079746824,0.18023199047952104,-0.15788144182249622,-0.10339245409559018,-0.15776549067069487,-0.42618183880105015,0.050317016727311446,-0.7430429800126184,-0.794553128124141,3.0
ADAP,0.9590725839485764,0.2096932352129796,0.1900151446986483,0.11454101174365487,0.07337290445362965,-0.34243413811336,-0.2269499101086941,-1.2076187522680983,-0.8364197953118778,0.49963327632026533,-0.10339245409559018,-0.17028254687509478,0.11282024317394271,-0.15223461992933923,-0.6294762210218117,-0.6696609622266887,3.0
ADBE,-0.3878940128337961,0.08070200493127787,3.2176726739371864,4.210997224810276,0.14883744171794397,1.9879501458648172,0.7912314104361925,0.8930069214778793,1.3711196226152034,-0.20206375396227072,-0.24647104812702453,-0.14028966011155686,1.515999859307433,0.7746603499373051,-0.4849697712929791,-0.4930642508664414,3.0
ADC,-1.780993783706887,-0.33354504708203725,0.03528508996387212,0.03066406582319164,0.040902263522161156,2.2815461451041656,-0.45169935247086235,1.8824795779856573,0.6107019457726305,1.7588279951806758,-0.2675532420371292,-0.6577512991602682,-0.36765918847789303,-0.46688681410951643,-0.4816791932347908,-0.5949569720596528,3.0
ADCT,1.198544353982708,-0.0825619363250952,-0.002186663459147147,-0.21025813403945237,0.07580023326947248,-0.34451068864248874,-0.135299177645304,-0.3687388428234407,-0.5098011361856879,-0.1682828630681042,-0.10339245409559018,1.56056867924329,0.25732238690423415,-0.9865337509783804,-0.4508755060277224,-0.41390185089039355,2.0
ADEA,-1.2355381800674607,-0.29431836024976066,0.28502780005013567,-0.044860559254153956,0.028636452531810068,-0.388686992377052,-0.08532467550942924,1.892796932341285,-1.141496814778182,-0.1337415301126443,0.4649251468331381,-0.0784819008633392,0.8560461725662545,0.25830133992482907,-0.15723933085443823,-0.21954046956219658,3.0
ADI,-0.6208036931353179,-0.6228212014233202,0.7120777352148143,0.7063466540980051,0.19027475433938112,1.5209481945254941,-0.37880892508769476,0.8769123542846811,0.7125711000510341,0.6102354255796908,1.5129055001796605,-0.5288406057586338,0.16922489875784172,0.015295782707671937,-0.6264470789608342,-0.6374975020305585,3.0
ADM,-0.018109848343825858,-0.2688227245276632,0.7209093864311752,1.1146350116216823,-0.007544976815224539,1.002799861758193,0.9566723517345902,0.2870439314321032,0.11290002866516444,-0.29835920550797135,0.15542744443708273,-0.26428710423197305,0.2172229584353218,0.42665796827382935,-0.5732481688515434,-0.3085035540903026,3.0
ADMA,-0.7172298062903439,-0.12668507041551713,0.24254234692810792,0.24280564256246157,0.2285691279091589,-0.33469898739235543,0.017311875125925327,0.3900568658208477,0.014057617208513815,-0.08817639496760091,-0.10339245409559018,-0.015437895673443334,0.7773809549300551,0.3007384019672739,-0.7459549481918698,0.0687061481948237,2.0
ADN,-1.1654972494106708,-2.0686735122783686,-0.8813556268549,-0.8413518042865004,-1.4616358174136992,-0.46932408410043075,-1.054564139302239,-0.6731549833455334,0.08341788444775099,-0.6785255808742648,-0.3962080571477104,-0.8729634386074774,-2.0348231310454805,-2.47315152293928,0.734974563526827,1.2082485187831202,4.0
ADNT,1.3328162728677708,1.9104682837442264,-0.6300034637859623,0.018206260589604378,0.0045918207148885545,0.21664859746367007,-0.32118701058714466,-0.5793906288362716,-0.45012866093527304,0.41189164800959793,-0.5945512800071636,0.22916285556134378,0.11591793376197522,0.0953948687226553,-0.3300436353769684,-0.44053486545438136,3.0
ADP,1.4639946471787353,-0.7142142430712338,1.2597734513368697,2.0607170002161834,1.3687406348479443,-0.5163054171081746,2.4511279876982894,0.9947116771157305,0.8471356351497611,0.2526618284042714,1.4177824797593144,0.10192803792081233,-0.16032129111774343,1.0916753230022274,-1.2838284070980772,-0.8701293258072437,3.0
ADPT,0.2406572738461824,-0.03533626505714881,0.10644914115178068,0.017308146445527223,0.05885032271301553,-0.22656261858797663,-0.18840641971492184,-0.5421768363392562,-0.4580396190918885,-0.13138627924661916,-0.10339245409559018,-0.10948486158548387,0.30738724008068097,0.24715891259150194,-0.33614395976521527,-0.35319038135690967,2.0
ADSE,1.4368264628123082,-1.8447763271686815,-0.5495120860925076,-0.6859162314823651,-0.9110099325378923,-0.6796406272161348,-0.1308638243125303,-2.7502818261248088,-1.1003360442707557,0.6047672910489268,-0.5091898744065119,-0.9809192068167054,-1.350828030519085,-0.4044644338682556,-0.40985186934902423,-0.3774247180653971,3.0
ADSK,-0.2807277225459403,0.29364160146904555,0.6397337532816937,2.0930830797212123,0.08984392643940935,-0.3414788141899434,-0.07004312649670753,0.723311946414912,0.8260133957673265,-0.10154670023019344,-0.2707032808373181,-0.0735979640551268,1.0524262104856974,0.6081231074096618,-0.6942129336259646,-0.7359650902154624,3.0
ADTX,2.3959032041533654,0.020987990774014195,-0.8748545004985786,-2.3224869738136724,0.07791905452683358,-0.3679757096216434,1.0801988306013732,0.5071978079746824,0.18023199047952104,-0.13562964512791195,-0.10339245409559018,11.605214827448297,-6.3808198884108585,-8.50158149569616,-1.231088846855162,-1.253647478691628,3.0
ADUS,-1.3249054878747504,-0.3877311944274177,0.2819476409236702,0.36503995409237294,0.12482749845059972,1.3323185793969266,-0.49160148430363504,0.21670180287193264,0.4855722610869368,0.024482678490981867,-0.37726153172426247,-0.6712811320398311,0.38362416903681945,0.33593966224199756,0.012252609607742078,-0.04470381421695318,3.0
ADV,2.114627311329249,0.09433300402579764,-2.1117209071256093,-0.5435461250284239,-0.16874685474816575,-0.4962271494927174,-0.556025401542634,-0.13742766779675672,-1.592298419517964,0.13177197448951042,-0.59969391303657,0.16489268440120355,0.04123141604347551,-1.5326496182631955,0.07919027722291307,0.09203782166562058,2.0
AEE,-0.6830276381223099,-0.5196805559941656,0.6583790308436692,0.568221185503695,0.566436434931687,-0.23059658847992603,0.06113016101441764,0.5772611186109037,0.32626039410243796,0.20338144966568747,-0.4354967186426162,0.06279568439494398,0.20721884671576055,0.4271834348706304,-0.32984192238911847,-0.37916126574836095,3.0
AEHR,-2.4367845065613083,1.4733259740194427,-0.5033258192121872,-0.4700608208196743,-0.05866147452268134,-1.0202586364762214,-0.14425531380162007,0.2818932078792285,0.4268896312423725,0.40513495650243053,-0.49809155217247075,-0.6208212120505578,0.44501165337508974,0.1125549317137359,0.8638813834535222,0.8489988382377539,1.0
AEIS,0.24772870048488144,-0.03368640594955016,0.45814849470021013,0.4637328936664655,0.5036469897975259,0.8225556999481598,-0.05221176348717712,0.5637815599132875,0.6802789781581928,-0.39598885391078076,0.33610556008428866,-0.4996007054549969,0.6407030417860442,0.5935998371154959,-0.15646256940859457,-0.0851862833001976,3.0
AEL,0.7347381896285498,-0.29609550659945455,0.2930974808745403,-0.23817475881830663,-0.09190222354151895,-0.17212477637964868,-0.4387017673193551,0.4197709155511257,0.46622621585285123,0.4376346846064963,-0.5857867301922577,-1.0757031071174223,-0.4255160140220221,0.15670105471351697,-0.4307790773050055,-0.4247059860917694,3.0
AEM,-1.3478414308692228,-0.2789592799570343,3.1298855408019035,1.4401390901617122,0.2545460343390772,1.591825621995364,-0.3793020366793558,0.22658568730547052,1.3028532856637136,-0.25620144359251334,0.05709918512420919,-0.641145723167789,0.022909078577600217,1.060807129007534,-0.6373870788382902,-0.4346725855986489,3.0
AEO,1.1840515772145055,-0.21166362735859726,-0.6766958211230756,-0.766136119104929,-0.16908751429177668,-0.6477796762010307,-0.45246484953202004,0.23041487369078772,-0.3006857213227766,0.48818288965727674,1.682166078736616,-0.5158062041657103,-0.0056381633397827305,-0.37949414035124107,0.2100853831006485,-0.09776162635060956,2.0
AEP,-0.025774627853672,-0.4964507891982037,0.4811607266482433,1.1408358337819031,-0.42186422863168455,-0.2218634676943065,-0.11389320296885094,0.18770532589351982,-0.19411897575859474,-0.3244788013750281,0.38952929750583565,0.7955953060363624,-0.0435277252599899,-0.01630735439014282,-0.38348615744150766,-0.39677399672984076,4.0
AER,-0.7800004985141519,0.7684048111780434,0.07024730537843868,0.22797022815858214,-1.1106452993227967,1.1679011285586471,-0.44579696199018454,0.6955560712895763,1.008693198061709,-0.05364011858392752,-0.6730236074907475,-0.26758403221497573,-0.5651075728324527,-0.7156712018747263,-0.24028158349783582,-0.27436317734959664,2.0
AEVA,-0.2600617117790763,-0.7025261121945188,-0.9490436794211612,-1.0966053726849652,-1.3142366565306631,-1.0621636643218841,-0.7038021953611455,-1.203386791429413,-0.559063009257527,-0.6831002053919961,-0.5945512800071636,-0.947018413601742,-2.4121496544955985,-1.8257200760302235,3.5978155906737763,3.5030164934826447,3.0
AEYE,-0.5194303369263206,-0.16527757952745548,0.061463132344329714,-0.6338858475432856,-0.044024947903803825,-0.47959435711419807,-0.08416700759466364,-0.2891825532222963,-0.20248480182647063,-0.09613580445163025,-0.2707032808373181,-0.08810346445191208,-1.1053029317659742,-0.06270468519626099,-0.5358446319389999,-0.5966006793448244,3.0
AFCG,-0.22056438662814254,-0.12674542607494751,-0.28453789298523896,-0.1911676630730781,-0.08082434135817874,-0.27125168559082163,-0.5418971203017895,-1.5195811501753276,1.7964638593909756,-0.044028066340551376,-0.6417249461105957,-0.5063601396654291,2.2543463280846616,0.011172634115060108,2.3157249112569755,2.310639733984918,3.0
AFG,-0.4143877070053744,0.13958080870528872,0.6586830414988537,0.0613543375208438,-0.3852491056031443,-0.193919003627495,-0.18797579011280882,0.4416013541017785,0.3936684697492804,-0.4220938114272093,-0.15211336246388854,0.06548883652541979,0.25084890698827184,0.6088699318690057,0.16322226750338753,0.8143693166386903,4.0
AFIB,0.4428029219981158,-0.42862434622454665,0.1423033150276276,-0.2806583799579569,0.04416355696591231,-0.35089271339666667,-0.6499388892015309,0.4014187877809761,-0.993115455842761,-0.12750248181456353,-0.25388930864349785,-0.04609426733661291,-1.156910630736172,0.04630345863332411,-0.028621596350098616,0.03738465041009287,3.0
AFL,0.24981098447370678,-0.35222630770073093,0.56576617845103,-0.39261228664154557,1.8004538996691035,-0.14287631788672508,-0.19876460319731334,0.318524851766171,0.688305392387824,-0.39438511517355707,-0.35264466952268214,-0.5870004630697092,1.398350350940209,0.9636348826568119,-0.3884840673491533,-0.4087884627423909,3.0
AFMD,-0.23828626622208102,0.2401615170110698,0.18285234439463108,0.07937167748688531,0.07563299704209536,-0.3251987687215915,-0.28025480787765317,-2.5728192564544035,-1.4457490090143845,-0.15870941565299237,-0.10339245409559018,-0.197201406958261,-0.6472043079223198,-0.08233049955447275,-0.2769339401204356,-0.31290880315850306,3.0
AFRM,1.9199533842779724,2.432807008425875,-0.9333186295556485,-1.3073889993237762,0.05524318469644653,-0.11318785880730194,-0.5293023064890753,-1.1838013743306648,-2.0500538181508206,-0.2684005740955818,-0.24647104812702453,-0.04574718888944587,-0.5501374781010238,-0.32170705593783466,6.641709783207545,7.562924403368242,3.0
AFYA,0.41400633258948955,0.5241841660361259,0.18036894094406036,-0.22397307987045625,-0.2774747950490188,0.42348107306372057,-0.8241551410940987,1.2187213828524084,0.9554169840370663,-0.07997803059389373,-0.25819888974716115,0.8158186254258865,0.3870340769495061,0.5557120555493911,-0.7911500990045105,-0.9230712175529708,1.0
AGCO,-0.7487023551422058,-0.43959602626094013,1.3126454688032223,1.3656455137327679,0.18818410353994833,1.419531337354877,0.3223129836226385,0.37288943312879697,0.448031075299358,0.7497633980959224,-0.22959692828698025,-0.3699164581036687,0.7469094775140804,0.7089548491712516,-1.0554701675126692,-0.8725595987320081,3.0
AGI,-0.3474903688959712,0.2699866887375217,-0.3492333082318168,-0.13394335320139922,0.23865666510618289,-0.3432738864363611,-0.15949700849812873,0.2974015478780838,0.36674464322719497,0.7544453264266467,-0.20020026596271132,-1.2220869330637913,0.1968406194505691,0.19991951186049567,-0.4209881556589182,-0.2554448776090685,3.0
AGIO,0.2406572738461824,-0.08868165011912855,-0.18125667105957768,-0.8308934444530333,0.06320310073390509,0.5294056015413389,-0.2373480545740227,0.5071978079746824,0.18023199047952104,-0.12719466172973234,-0.10339245409559018,-0.20726829118598467,0.07078060399250281,0.41801549742018895,1.2295242646123163,1.329770101076044,3.0
AGL,-0.7296580947716016,-0.15160735125362004,0.10619783047085608,-0.46454398698307336,2.9377399201725245,-0.7365784538520681,2.513144077858615,-0.10022666264359024,-0.1078412518003166,3.2592354683546363,-0.37726153172426247,-0.7259459049791054,-0.4697690174155259,0.005118873267815939,0.09945114257490431,-0.11726719232475898,3.0
AGLE,0.7196008139144447,0.29479109378184737,0.17210814393860524,0.20349873956960146,0.0658133001493093,-0.34196691424430603,-0.2694728303478522,0.5071978079746824,0.18023199047952104,-0.1818926829068848,-0.10339245409559018,-0.19759195776501112,-2.398261134565917,-0.7108682244954537,-0.6556839346350747,-0.640172534167568,3.0
AGM,-1.1144447853021606,-0.46754865081948455,1.3582041378237666,1.2220257514572679,-0.17691884047354126,-0.04512257864210334,-0.20663466482881873,-0.3738889034353772,1.9174811743762399,-0.20308329315170515,-0.09960889513188864,2.982422663492891,-0.5326399568578727,-0.04062244948625043,-0.6153723772894536,-0.7205505481552444,3.0
AGO,-1.251068005028921,0.3068724148455061,0.054087236286195675,0.3690766391719254,-0.0004347221553677043,2.1377381466336853,-0.524480824085514,0.11363864107103787,0.054008632731255196,-1.6543606944027052,0.6484167846099311,-0.3230480685469183,-0.2860286798161413,-0.23265817222865084,0.1631288501609139,-0.5632994548690122,3.0
AGR,1.5078157294398178,-0.5470048206563541,-0.6818343946342401,-0.9006598687751864,-0.2042099351364287,-0.21574659179356526,-0.8301651024038892,-0.9758952961988513,-0.5858875672279108,-0.7005792302415379,1.336748358115054,-1.8324015127012867,-0.9417867102473482,-1.0080357830850366,-0.31295392246521814,-0.41231464171349935,4.0
AGRO,1.0684810522857295,0.00891254057610235,-0.14922614121461647,-0.07640355300673927,-0.19558760637299655,-0.469927258817593,-0.18464004828231595,0.5582347262639125,0.15939328473221095,-0.2572866432269624,1.6872578637164575,1.2745003807154975,0.20333875525717468,0.15411251686833863,-0.5413862974934215,-0.19939794126281468,2.0
AGS,-0.9316479233285929,1.308772951991294,-0.0005874202803159613,-0.3460628576583954,0.4256715006731051,-0.399409102134387,-0.2946058893079612,1.1652147815473262,0.378022981240803,-0.3527675050965558,-0.3129820920115423,2.5932787439223217,0.6394666042182194,0.3601552392817857,1.3984076593322234,1.9940170945761557,3.0
AGTI,0.2367206467854936,-0.12047401496624428,0.32490389697264604,0.35202163217180715,0.06741445705965823,-0.25145324439715755,-0.2830166121212716,0.7190573502691566,0.5082027825704081,-0.44584227985312286,-0.27683188708614603,2.2579359481381234,0.5481672826400839,0.5326015581340218,-0.7360945034143759,-0.6774023200452101,3.0
AGYS,-1.7129434088282207,-0.3201257522119079,0.2125878518549583,-0.11654088534224934,0.20462545922039144,-0.33033980585365935,-0.08088141621904092,0.3838045297270295,0.5960950182032321,-0.0886958227561059,-0.2707032808373181,-0.0877133717162793,0.6875077659774821,0.24305191699763393,-0.22766847730490655,-0.25539815617878,3.0
AHCO,-0.4085529722303058,-0.3430658454760451,0.3440660957730009,0.11144179924734944,0.18967938607552506,0.06791677842751764,-0.5756980268423385,0.7023554473270175,0.42110879171308274,-0.35071301607627925,-0.25388930864349785,0.24580510085427595,0.5842436905764358,0.23911768918423307,-0.8581227947904374,-0.9889534550471023,4.0
AHH,-1.2678079336089276,-0.21836373024682304,-0.4776105719191604,-0.7600691431726592,0.32998314564809944,-0.7454103174307773,-0.7683849150621266,-1.784046770553446,-1.1052531884321888,1.9575008459562266,0.2031887343761245,0.9602949542001987,-1.0334319760264836,0.9938695517332661,-0.4053254852396837,-0.33474643592374537,4.0
AI,2.10629842125786,0.18354490030380846,-0.13587327825632578,-0.48117558761647367,1.1411473538149566,-0.17961637437295128,-0.08495099074805847,-2.4079559168673574,-1.846348750282153,-0.11290958136517609,-0.2707032808373181,-0.08849431474723343,-0.993586056719793,0.1027195539636943,1.5517375266618978,1.4125387718008442,3.0
AIG,-0.3956282840374715,1.4893192170544969,1.3421234611385884,0.48701652230046644,-0.9740246448535743,1.3967628149799924,-1.1339207687200548,1.1331110797912163,-0.6172018127142981,-1.0275563320389158,-0.35795313294454767,1.6461475676279618,-1.0405193492197649,-1.11419711772854,-0.4657125057255385,-0.4671512082266698,3.0
AIN,0.0,0.6242860551464343,1.1363673926880231,1.1534999204730574,-0.40029688794275464,0.9896367393913877,1.1461809775318623,1.1076185675128025,1.0336346395673994,0.4835121810129731,1.1547005383792515,0.7737330499937092,1.025205346866308,0.9537637835561154,1.1133821375474349,0.9187737761191256,3.0
AIR,-0.49519172423415986,1.4005059647605047,-0.14399858935502988,-0.13972134656628882,-0.03833442371854668,0.0005511386523729827,-0.5169504966508416,0.07105824731053115,0.2875409823277125,-0.20472983324520072,-0.6166153282606818,-0.7650994557179434,0.4876608187064556,0.2224263871105011,-0.4442952188360827,0.41051642084769485,2.0
